src_ip_delta_time,src_ip,dst_ip,src_port,dst_port,protocol,packet_length,payload_len,ttl,tcp_flags,tcp_flags_int,tcp_window,index,log_src_ip_avg_freq
3e-06,17.248.164.109,10.5.6.74,443.0,49218.0,TCP,66,0,51,A,16.0,63.0,89,1.7833988861504813
0.000458,17.248.164.109,10.5.6.74,443.0,49218.0,TCP,66,0,51,FA,17.0,63.0,90,1.7833988861504813
0.263426,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,91,4.821797513134397
3e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,92,4.821797513134397
4e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,93,4.821797513134397
0.263255,10.5.6.74,17.248.164.109,49218.0,443.0,TCP,90,24,64,FPA,25.0,2342.0,94,4.212036634470622
4.9e-05,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,66,0,64,A,16.0,20783.0,95,4.212036634470622
0.000125,10.5.6.74,17.248.164.109,49218.0,443.0,TCP,66,0,64,A,16.0,2342.0,96,4.212036634470622
1.7e-05,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,66,0,64,A,16.0,20851.0,97,4.212036634470622
0.038644,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,100,4.821797513134397
0.038407,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,66,0,64,A,16.0,20828.0,101,4.212036634470622
0.025887,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,102,4.821797513134397
0.481517,10.5.1.189,10.5.6.74,7000.0,50502.0,TCP,78,0,64,SA,18.0,65535.0,103,0.29428303278331863
2e-06,10.5.1.189,10.5.6.74,7000.0,50502.0,TCP,66,0,64,A,16.0,2059.0,104,0.29428303278331863
3e-06,10.5.1.189,10.5.6.74,7000.0,50502.0,TCP,1514,1448,64,A,16.0,2059.0,105,0.29428303278331863
2e-06,10.5.1.189,10.5.6.74,7000.0,50502.0,TCP,531,465,64,PA,24.0,2059.0,106,0.29428303278331863
0.025924,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,66,0,64,A,16.0,20828.0,107,4.212036634470622
7.9e-05,10.5.6.74,10.5.1.189,50502.0,7000.0,TCP,66,0,64,A,16.0,2058.0,108,4.212036634470622
3.4e-05,10.5.6.74,10.5.1.189,50502.0,7000.0,TCP,66,0,64,A,16.0,2028.0,109,4.212036634470622
0.00049,10.5.6.74,10.5.1.189,50502.0,7000.0,TCP,66,0,64,FA,17.0,2048.0,110,4.212036634470622
1.945079,10.5.5.83,255.255.255.255,48689.0,48689.0,UDP,92,50,64,,,,112,0.8158144439481999
0.163773,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,115,4.821797513134397
4e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,116,4.821797513134397
2e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,117,4.821797513134397
0.163204,10.5.6.74,34.237.73.95,50397.0,443.0,TCP,66,0,64,A,16.0,2043.0,118,4.212036634470622
0.0001,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,66,0,64,A,16.0,20783.0,119,4.212036634470622
0.000334,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,66,0,64,A,16.0,20851.0,120,4.212036634470622
0.001695,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,101,35,64,PA,24.0,20851.0,121,4.212036634470622
0.000638,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,101,35,64,PA,24.0,20851.0,122,4.212036634470622
0.000114,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,101,35,64,PA,24.0,20851.0,123,4.212036634470622
0.817232,10.5.5.90,10.5.7.255,137.0,137.0,UDP,92,0,128,,,,126,0.2317239092398764
1.22693,10.5.5.238,224.0.0.251,5353.0,5353.0,UDP,299,0,255,,,,128,0.09143148875922134
0.37727,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,134,4.821797513134397
4e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,135,4.821797513134397
0.605597,17.248.164.109,10.5.6.74,443.0,49218.0,TCP,78,0,51,A,16.0,63.0,136,1.7833988861504813
5e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,137,4.821797513134397
3e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,78,0,51,A,16.0,19.0,138,4.821797513134397
2e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,66,0,51,A,16.0,19.0,139,4.821797513134397
2e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1495,1429,51,A,16.0,19.0,140,4.821797513134397
4e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,78,12,51,A,16.0,19.0,141,4.821797513134397
2e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,142,4.821797513134397
0.374426,10.5.6.74,17.248.164.109,49218.0,443.0,TCP,54,0,64,R,4.0,0.0,143,4.212036634470622
0.000105,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,66,0,64,A,16.0,20783.0,144,4.212036634470622
7.4e-05,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,66,0,64,A,16.0,20738.0,145,4.212036634470622
0.000107,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,66,0,64,A,16.0,20851.0,146,4.212036634470622
0.050664,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,147,4.821797513134397
4e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,148,4.821797513134397
0.050389,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,66,0,64,A,16.0,20806.0,149,4.212036634470622
0.000127,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,66,0,64,A,16.0,20851.0,150,4.212036634470622
0.028486,10.5.6.74,8.8.8.8,22453.0,53.0,UDP,82,0,64,,,,151,4.212036634470622
0.000197,10.5.6.74,8.8.8.8,43564.0,53.0,UDP,82,0,64,,,,152,4.212036634470622
0.068032,10.5.6.74,8.8.8.8,2790.0,53.0,UDP,70,0,64,,,,155,4.212036634470622
0.000193,10.5.6.74,140.112.30.21,24160.0,53.0,UDP,70,0,64,,,,156,4.212036634470622
0.512404,10.5.7.183,224.0.0.251,5353.0,5353.0,UDP,93,0,1,,,,158,0.032567719919066346
0.166607,10.5.6.74,8.8.8.8,30189.0,53.0,UDP,98,0,64,,,,161,4.212036634470622
0.035315,10.5.6.74,142.250.66.74,51730.0,443.0,UDP,71,29,64,,,,163,4.212036634470622
0.200771,10.5.7.183,224.0.0.251,5353.0,5353.0,UDP,367,0,1,,,,164,0.032567719919066346
0.164253,10.5.6.74,108.177.97.188,49231.0,5228.0,TCP,54,0,64,A,16.0,2048.0,165,4.212036634470622
0.209097,8.8.8.8,10.5.6.74,53.0,22453.0,UDP,183,0,120,,,,167,0.2971003620794607
2e-06,8.8.8.8,10.5.6.74,53.0,2790.0,UDP,102,0,120,,,,168,0.2971003620794607
0.472359,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,169,4.821797513134397
7e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,170,4.821797513134397
3e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,171,4.821797513134397
3e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,172,4.821797513134397
0.009164,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,66,0,64,A,16.0,20761.0,173,4.212036634470622
0.000156,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,66,0,64,A,16.0,20851.0,174,4.212036634470622
0.000712,10.5.6.74,140.112.30.21,7261.0,53.0,UDP,98,0,64,,,,175,4.212036634470622
0.001358,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,176,4.821797513134397
2e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,177,4.821797513134397
3e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,178,4.821797513134397
3e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,179,4.821797513134397
0.00039,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,66,0,64,A,16.0,20761.0,180,4.212036634470622
8.2e-05,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,66,0,64,A,16.0,20851.0,181,4.212036634470622
0.001093,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,101,35,64,PA,24.0,20851.0,182,4.212036634470622
0.000117,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,101,35,64,PA,24.0,20851.0,183,4.212036634470622
0.001083,10.5.6.74,8.8.4.4,59299.0,443.0,UDP,1292,1250,64,,,,184,4.212036634470622
0.000335,10.5.6.74,8.8.4.4,59299.0,443.0,UDP,120,78,64,,,,185,4.212036634470622
0.101127,8.8.8.8,10.5.6.74,53.0,30189.0,UDP,146,0,105,,,,188,0.2971003620794607
4e-06,8.8.4.4,10.5.6.74,443.0,59299.0,UDP,842,800,58,,,,190,1.0284550418232519
3e-06,8.8.4.4,10.5.6.74,443.0,59299.0,UDP,198,156,58,,,,191,1.0284550418232519
0.102693,10.5.6.74,8.8.4.4,59299.0,443.0,UDP,1292,1250,64,,,,192,4.212036634470622
3.6e-05,10.5.6.74,8.8.4.4,59299.0,443.0,UDP,115,73,64,,,,193,4.212036634470622
0.000122,10.5.6.74,8.8.4.4,59299.0,443.0,UDP,73,31,64,,,,194,4.212036634470622
1.024104,10.5.5.83,255.255.255.255,48689.0,48689.0,UDP,92,50,64,,,,197,0.8158144439481999
0.012343,8.8.4.4,10.5.6.74,443.0,59299.0,UDP,66,24,58,,,,200,1.0284550418232519
0.030176,10.5.6.74,8.8.4.4,59299.0,443.0,UDP,74,32,64,,,,203,4.212036634470622
0.144003,140.112.30.21,10.5.6.74,53.0,7261.0,UDP,146,0,62,,,,204,2.8324668754691755
0.142618,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,205,4.821797513134397
2e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,206,4.821797513134397
3e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,207,4.821797513134397
0.006933,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,66,0,64,A,16.0,20783.0,208,4.212036634470622
0.00012,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,66,0,64,A,16.0,20851.0,209,4.212036634470622
0.002046,10.5.6.74,140.112.30.21,59131.0,53.0,UDP,82,0,64,,,,210,4.212036634470622
0.083639,8.8.4.4,10.5.6.74,443.0,59299.0,UDP,162,120,58,,,,211,1.0284550418232519
0.085384,10.5.6.74,8.8.4.4,59299.0,443.0,UDP,74,32,64,,,,216,4.212036634470622
1.333006,10.5.1.189,10.5.6.74,7000.0,50502.0,TCP,66,0,64,A,16.0,2059.0,217,0.29428303278331863
2e-06,10.5.1.189,10.5.6.74,7000.0,50502.0,TCP,66,0,64,FA,17.0,2059.0,218,0.29428303278331863
0.124919,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,66,0,51,A,16.0,19.0,219,4.821797513134397
3e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,66,0,51,A,16.0,19.0,220,4.821797513134397
0.000167,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,221,4.821797513134397
0.125099,140.112.30.21,10.5.6.74,53.0,59131.0,UDP,183,0,62,,,,222,2.8324668754691755
6e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,223,4.821797513134397
2e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,224,4.821797513134397
2e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,225,4.821797513134397
0.03743,10.5.6.74,10.5.1.189,50502.0,7000.0,TCP,66,0,64,A,16.0,2048.0,226,4.212036634470622
0.000109,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,66,0,64,A,16.0,20761.0,227,4.212036634470622
8.2e-05,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,66,0,64,A,16.0,20851.0,228,4.212036634470622
1.951875,10.5.4.235,224.0.0.251,5353.0,5353.0,UDP,465,0,1,,,,231,0.136531566341888
0.000863,10.5.4.235,224.0.0.251,5353.0,5353.0,UDP,409,0,1,,,,232,0.136531566341888
2.872609,10.5.5.113,224.0.0.251,5353.0,5353.0,UDP,421,0,255,,,,233,0.06758780375274787
0.306595,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,234,4.821797513134397
6e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,235,4.821797513134397
4e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,236,4.821797513134397
6.9e-05,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,237,4.821797513134397
4e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,238,4.821797513134397
3e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,239,4.821797513134397
0.306776,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,66,0,64,A,16.0,20851.0,240,4.212036634470622
0.522839,8.8.4.4,10.5.6.74,443.0,59299.0,UDP,162,120,58,,,,244,1.0284550418232519
0.148797,10.5.6.74,8.8.4.4,59299.0,443.0,UDP,75,33,64,,,,245,4.212036634470622
0.925846,10.5.5.83,224.0.0.251,5353.0,5353.0,UDP,142,0,255,,,,248,0.8158144439481999
0.992438,142.250.66.74,10.5.6.74,443.0,51730.0,UDP,119,77,58,,,,250,0.5964484326964938
0.370996,10.5.6.74,142.250.66.74,51730.0,443.0,UDP,75,33,64,,,,251,4.212036634470622
1.025256,10.5.1.47,224.0.0.251,5353.0,5353.0,UDP,77,0,1,,,,252,0.054146758241902446
0.915494,10.5.4.235,224.0.0.251,5353.0,5353.0,UDP,465,0,1,,,,258,0.136531566341888
0.678372,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,260,4.821797513134397
0.158583,10.5.6.74,15.197.213.252,49993.0,443.0,TCP,66,0,64,A,16.0,2794.0,261,4.212036634470622
0.001566,10.5.6.74,15.197.213.252,49993.0,443.0,TCP,108,42,64,PA,24.0,2794.0,262,4.212036634470622
7e-05,10.5.6.74,15.197.213.252,49993.0,443.0,TCP,108,42,64,PA,24.0,2794.0,263,4.212036634470622
0.043004,10.5.6.74,142.250.66.74,51730.0,443.0,UDP,71,29,64,,,,264,4.212036634470622
0.056262,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,66,0,64,A,16.0,20851.0,265,4.212036634470622
0.777353,8.8.4.4,10.5.6.74,443.0,59299.0,UDP,162,120,58,,,,266,1.0284550418232519
0.146881,10.5.6.74,8.8.4.4,59299.0,443.0,UDP,77,35,64,,,,267,4.212036634470622
0.648878,142.250.66.74,10.5.6.74,443.0,51730.0,UDP,67,25,58,,,,268,0.5964484326964938
0.51463,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,269,4.821797513134397
2e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,270,4.821797513134397
0.266744,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,66,0,64,A,16.0,20806.0,271,4.212036634470622
0.000146,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,66,0,64,A,16.0,20851.0,272,4.212036634470622
0.17841,10.5.6.74,142.250.66.74,51730.0,443.0,UDP,71,29,64,,,,273,4.212036634470622
0.289355,142.250.66.74,10.5.6.74,443.0,51730.0,UDP,67,25,58,,,,274,0.5964484326964938
0.782899,15.197.213.252,10.5.6.74,443.0,49993.0,TCP,66,0,242,A,16.0,425.0,275,0.04307699661251451
3e-06,15.197.213.252,10.5.6.74,443.0,49993.0,TCP,66,0,242,A,16.0,425.0,276,0.04307699661251451
0.26827,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,277,4.821797513134397
2e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,278,4.821797513134397
5e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,279,4.821797513134397
4e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,280,4.821797513134397
0.089717,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,66,0,64,A,16.0,20761.0,281,4.212036634470622
0.000114,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,66,0,64,A,16.0,20851.0,282,4.212036634470622
0.001337,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,283,4.821797513134397
2e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,284,4.821797513134397
4e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,285,4.821797513134397
2e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,286,4.821797513134397
0.001114,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,66,0,64,A,16.0,20761.0,287,4.212036634470622
5.5e-05,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,66,0,64,A,16.0,20851.0,288,4.212036634470622
3.379001,10.5.4.214,224.0.0.251,5353.0,5353.0,UDP,326,0,255,,,,289,0.12572201892091228
1.020825,10.5.5.83,255.255.255.255,48689.0,48689.0,UDP,92,50,64,,,,291,0.8158144439481999
0.198867,10.5.6.74,142.250.66.74,51730.0,443.0,UDP,71,29,64,,,,294,4.212036634470622
0.280677,142.250.66.74,10.5.6.74,443.0,51730.0,UDP,67,25,58,,,,295,0.5964484326964938
0.30943,10.5.5.83,224.0.0.251,5353.0,5353.0,UDP,142,0,255,,,,296,0.8158144439481999
0.254368,10.5.6.74,140.82.112.26,50378.0,443.0,TCP,54,0,64,A,16.0,2048.0,297,4.212036634470622
0.021341,10.5.6.74,142.250.66.74,51730.0,443.0,UDP,71,29,64,,,,298,4.212036634470622
0.28122,142.250.66.74,10.5.6.74,443.0,51730.0,UDP,67,25,58,,,,301,0.5964484326964938
0.612044,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,302,4.821797513134397
3e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,303,4.821797513134397
3e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,304,4.821797513134397
0.137567,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,66,0,64,A,16.0,20783.0,305,4.212036634470622
0.000228,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,306,4.821797513134397
3e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,307,4.821797513134397
4e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,308,4.821797513134397
4e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,309,4.821797513134397
3e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,310,4.821797513134397
0.000117,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,66,0,64,A,16.0,20670.0,311,4.212036634470622
1.8e-05,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,66,0,64,A,16.0,20851.0,312,4.212036634470622
0.046092,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,313,4.821797513134397
3e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,314,4.821797513134397
0.04607,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,66,0,64,A,16.0,20806.0,315,4.212036634470622
7.1e-05,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,66,0,64,A,16.0,20851.0,316,4.212036634470622
0.059927,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,317,4.821797513134397
7e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,318,4.821797513134397
0.059984,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,66,0,64,A,16.0,20806.0,319,4.212036634470622
0.00017,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,66,0,64,A,16.0,20851.0,320,4.212036634470622
0.408011,10.5.5.83,224.0.0.251,5353.0,5353.0,UDP,142,0,255,,,,321,0.8158144439481999
0.042139,10.5.6.74,142.250.66.74,51730.0,443.0,UDP,71,29,64,,,,322,4.212036634470622
0.213976,142.250.66.74,10.5.6.74,443.0,51730.0,UDP,67,25,58,,,,323,0.5964484326964938
0.102156,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,324,4.821797513134397
3.6e-05,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,326,4.821797513134397
3e-06,104.18.10.200,10.5.6.74,443.0,49987.0,TCP,1507,1441,51,A,16.0,19.0,327,4.821797513134397
0.059789,10.5.6.74,104.18.10.200,49987.0,443.0,TCP,66,0,64,A,16.0,20828.0,328,4.212036634470622
