src_ip_delta_time,src_ip,dst_ip,src_port,dst_port,protocol,packet_length,payload_len,ttl,tcp_flags,tcp_flags_int,tcp_window,index,log_src_ip_avg_freq
0.000707,10.129.219.246,31.13.87.4,55716,443,TCP,102,36,64,PA,24.0,2048.0,25,2.147492882155891
0.005044,31.13.87.4,10.129.219.246,443,55716,TCP,66,0,54,A,16.0,2043.0,26,0.9072501420142111
0.001463,31.13.87.4,10.129.219.246,443,55716,TCP,66,0,54,A,16.0,2043.0,27,0.9072501420142111
0.634535,10.129.219.246,31.13.87.4,55716,443,TCP,288,222,64,PA,24.0,2048.0,28,2.147492882155891
0.63718,31.13.87.4,10.129.219.246,443,55716,TCP,66,0,54,A,16.0,2043.0,29,0.9072501420142111
0.276271,31.13.87.4,10.129.219.246,443,55716,TCP,98,32,54,PA,24.0,2043.0,30,0.9072501420142111
6e-06,31.13.87.4,10.129.219.246,443,55716,TCP,109,43,54,PA,24.0,2043.0,31,0.9072501420142111
0.283563,10.129.219.246,31.13.87.4,55716,443,TCP,66,0,64,A,16.0,2046.0,32,2.147492882155891
0.00181,10.129.219.246,31.13.87.4,55716,443,TCP,102,36,64,PA,24.0,2048.0,33,2.147492882155891
0.006139,31.13.87.4,10.129.219.246,443,55716,TCP,66,0,54,A,16.0,2043.0,34,0.9072501420142111
3.008587,10.129.219.246,31.13.87.1,55630,443,TCP,98,32,64,PA,24.0,2048.0,35,2.147492882155891
7.488619,31.13.87.1,10.129.219.246,443,55630,TCP,66,0,54,A,16.0,293.0,36,0.9675180692604248
0.112474,31.13.87.1,10.129.219.246,443,55630,TCP,94,28,54,PA,24.0,293.0,37,0.9675180692604248
0.12007,10.129.219.246,31.13.87.1,55630,443,TCP,66,0,64,A,16.0,2047.0,38,2.147492882155891
1.579098,31.13.87.1,10.129.219.246,443,55718,TCP,137,71,54,PA,24.0,813.0,39,0.9675180692604248
4e-06,31.13.87.1,10.129.219.246,443,55643,TCP,137,71,54,PA,24.0,321.0,40,0.9675180692604248
1.579039,10.129.219.246,31.13.87.1,55718,443,TCP,66,0,64,A,16.0,2046.0,41,2.147492882155891
7.4e-05,10.129.219.246,31.13.87.1,55643,443,TCP,66,0,64,A,16.0,2046.0,42,2.147492882155891
0.004404,10.129.219.246,31.13.87.4,55629,443,TCP,95,29,64,PA,24.0,2048.0,43,2.147492882155891
0.000142,10.129.219.246,31.13.87.1,55643,443,TCP,98,32,64,PA,24.0,2048.0,44,2.147492882155891
5.9e-05,10.129.219.246,31.13.87.1,55644,443,TCP,98,32,64,PA,24.0,2048.0,45,2.147492882155891
0.008736,31.13.87.1,10.129.219.246,443,55643,TCP,66,0,54,A,16.0,321.0,46,0.9675180692604248
0.000103,31.13.87.1,10.129.219.246,443,55644,TCP,66,0,54,A,16.0,299.0,47,0.9675180692604248
4.712483,31.13.87.4,10.129.219.246,443,55629,TCP,66,0,54,A,16.0,2043.0,48,0.9072501420142111
0.112064,31.13.87.1,10.129.219.246,443,55643,TCP,94,28,54,PA,24.0,321.0,49,0.9675180692604248
0.116201,10.129.219.246,31.13.87.1,55643,443,TCP,66,0,64,A,16.0,2047.0,50,2.147492882155891
0.000401,31.13.87.1,10.129.219.246,443,55644,TCP,94,28,54,PA,24.0,299.0,51,0.9675180692604248
0.000243,10.129.219.246,31.13.87.1,55644,443,TCP,66,0,64,A,16.0,2047.0,52,2.147492882155891
0.239371,31.13.87.4,10.129.219.246,443,55629,TCP,91,25,54,PA,24.0,2043.0,53,0.9072501420142111
0.127149,10.129.219.246,31.13.87.4,55629,443,TCP,66,0,64,A,16.0,2047.0,54,2.147492882155891
5.45438,10.129.219.246,31.13.87.4,55716,443,TCP,95,29,64,PA,24.0,2048.0,55,2.147492882155891
5.461827,31.13.87.4,10.129.219.246,443,55716,TCP,66,0,54,A,16.0,2043.0,56,0.9072501420142111
0.331334,31.13.87.4,10.129.219.246,443,55716,TCP,91,25,54,PA,24.0,2043.0,57,0.9072501420142111
0.338946,10.129.219.246,31.13.87.4,55716,443,TCP,66,0,64,A,16.0,2047.0,58,2.147492882155891
0.660844,10.129.219.246,31.13.87.1,55715,443,TCP,98,32,64,PA,24.0,2048.0,59,2.147492882155891
0.000759,10.129.219.246,31.13.87.1,55718,443,TCP,98,32,64,PA,24.0,2048.0,60,2.147492882155891
0.000159,10.129.219.246,31.13.87.4,55716,443,TCP,289,223,64,PA,24.0,2048.0,61,2.147492882155891
6.588997,31.13.87.1,10.129.219.246,443,55715,TCP,66,0,54,A,16.0,299.0,62,0.9675180692604248
0.668822,31.13.87.4,10.129.219.246,443,55716,TCP,66,0,54,A,16.0,2043.0,63,0.9072501420142111
0.000421,31.13.87.1,10.129.219.246,443,55718,TCP,66,0,54,A,16.0,813.0,64,0.9675180692604248
0.112625,31.13.87.1,10.129.219.246,443,55718,TCP,94,28,54,PA,24.0,813.0,65,0.9675180692604248
0.119995,10.129.219.246,31.13.87.1,55718,443,TCP,66,0,64,A,16.0,2047.0,66,2.147492882155891
0.047452,31.13.87.1,10.129.219.246,443,55715,TCP,94,28,54,PA,24.0,299.0,67,0.9675180692604248
0.047433,10.129.219.246,31.13.87.1,55715,443,TCP,66,0,64,A,16.0,2047.0,68,2.147492882155891
0.238385,31.13.87.4,10.129.219.246,443,55716,TCP,98,32,54,PA,24.0,2043.0,69,0.9072501420142111
0.07805,10.129.219.246,31.13.87.4,55716,443,TCP,66,0,64,A,16.0,2047.0,70,2.147492882155891
0.014942,31.13.87.4,10.129.219.246,443,55716,TCP,109,43,54,PA,24.0,2043.0,71,0.9072501420142111
0.014732,10.129.219.246,31.13.87.4,55716,443,TCP,66,0,64,A,16.0,2047.0,72,2.147492882155891
0.000758,10.129.219.246,31.13.87.4,55716,443,TCP,102,36,64,PA,24.0,2048.0,73,2.147492882155891
0.004096,31.13.87.4,10.129.219.246,443,55716,TCP,66,0,54,A,16.0,2043.0,74,0.9072501420142111
2.243544,31.13.87.1,10.129.219.246,443,55643,TCP,131,65,54,PA,24.0,321.0,75,0.9675180692604248
5e-06,31.13.87.1,10.129.219.246,443,55718,TCP,131,65,54,PA,24.0,813.0,76,0.9675180692604248
2.150147,10.129.219.246,31.13.87.1,55643,443,TCP,66,0,64,A,16.0,2046.0,77,2.147492882155891
0.000113,10.129.219.246,31.13.87.1,55718,443,TCP,66,0,64,A,16.0,2046.0,78,2.147492882155891
1.583055,10.129.219.246,140.82.114.26,55741,443,TCP,54,0,64,A,16.0,2048.0,79,2.147492882155891
0.00417,10.129.219.246,31.13.87.4,55629,443,TCP,95,29,64,PA,24.0,2048.0,80,2.147492882155891
3.738043,31.13.87.4,10.129.219.246,443,55629,TCP,66,0,54,A,16.0,2043.0,81,0.9072501420142111
0.239634,31.13.87.4,10.129.219.246,443,55629,TCP,91,25,54,PA,24.0,2043.0,83,0.9072501420142111
0.243637,10.129.219.246,31.13.87.4,55629,443,TCP,66,0,64,A,16.0,2047.0,84,2.147492882155891
1.366405,10.129.219.246,20.50.73.10,55764,443,TCP,54,0,64,A,16.0,2048.0,85,2.147492882155891
1.111137,10.129.219.246,31.13.87.1,55630,443,TCP,98,32,64,PA,24.0,2048.0,87,2.147492882155891
4.31595,31.13.87.1,10.129.219.246,443,55630,TCP,66,0,54,A,16.0,293.0,88,0.9675180692604248
0.11245,31.13.87.1,10.129.219.246,443,55630,TCP,94,28,54,PA,24.0,293.0,89,0.9675180692604248
0.119814,10.129.219.246,31.13.87.1,55630,443,TCP,66,0,64,A,16.0,2047.0,90,2.147492882155891
0.078176,10.129.219.246,31.13.87.4,55716,443,TCP,675,609,64,PA,24.0,2048.0,91,2.147492882155891
2.679387,31.13.87.4,10.129.219.246,443,55716,TCP,66,0,54,A,16.0,2043.0,92,0.9072501420142111
0.304105,31.13.87.4,10.129.219.246,443,55716,TCP,98,32,54,PA,24.0,2043.0,93,0.9072501420142111
6e-06,31.13.87.4,10.129.219.246,443,55716,TCP,109,43,54,PA,24.0,2043.0,94,0.9072501420142111
0.308096,10.129.219.246,31.13.87.4,55716,443,TCP,66,0,64,A,16.0,2046.0,95,2.147492882155891
0.000867,31.13.87.4,10.129.219.246,443,55716,TCP,1436,1370,54,A,16.0,2043.0,96,0.9072501420142111
4e-06,31.13.87.4,10.129.219.246,443,55716,TCP,1436,1370,54,A,16.0,2043.0,97,0.9072501420142111
2e-06,31.13.87.4,10.129.219.246,443,55716,TCP,1398,1332,54,PA,24.0,2043.0,98,0.9072501420142111
4e-06,31.13.87.4,10.129.219.246,443,55716,TCP,766,700,54,PA,24.0,2043.0,99,0.9072501420142111
0.000622,10.129.219.246,31.13.87.4,55716,443,TCP,66,0,64,A,16.0,1972.0,100,2.147492882155891
9.9e-05,10.129.219.246,31.13.87.4,55716,443,TCP,66,0,64,A,16.0,2048.0,101,2.147492882155891
0.003448,10.129.219.246,31.13.87.4,55716,443,TCP,102,36,64,PA,24.0,2048.0,102,2.147492882155891
0.010393,10.129.219.246,31.13.87.4,55716,443,TCP,102,36,64,PA,24.0,2048.0,103,2.147492882155891
0.017502,31.13.87.4,10.129.219.246,443,55716,TCP,66,0,54,A,16.0,2043.0,104,0.9072501420142111
0.000135,31.13.87.4,10.129.219.246,443,55716,TCP,66,0,54,A,16.0,2043.0,105,0.9072501420142111
0.677727,10.129.219.246,31.13.87.4,55716,443,TCP,288,222,64,PA,24.0,2048.0,106,2.147492882155891
0.68396,31.13.87.4,10.129.219.246,443,55716,TCP,66,0,54,A,16.0,2043.0,107,0.9072501420142111
0.321104,31.13.87.4,10.129.219.246,443,55716,TCP,98,32,54,PA,24.0,2043.0,108,0.9072501420142111
5e-06,31.13.87.4,10.129.219.246,443,55716,TCP,109,43,54,PA,24.0,2043.0,109,0.9072501420142111
0.331265,10.129.219.246,31.13.87.4,55716,443,TCP,66,0,64,A,16.0,2046.0,110,2.147492882155891
0.001411,10.129.219.246,31.13.87.4,55716,443,TCP,102,36,64,PA,24.0,2048.0,111,2.147492882155891
0.005481,31.13.87.4,10.129.219.246,443,55716,TCP,66,0,54,A,16.0,2043.0,112,0.9072501420142111
1.018639,31.13.87.4,10.129.219.246,443,55716,TCP,1436,1370,54,A,16.0,2043.0,113,0.9072501420142111
6e-06,31.13.87.4,10.129.219.246,443,55716,TCP,1436,1370,54,A,16.0,2043.0,114,0.9072501420142111
0.000197,31.13.87.4,10.129.219.246,443,55716,TCP,1398,1332,54,PA,24.0,2043.0,115,0.9072501420142111
3e-06,31.13.87.4,10.129.219.246,443,55716,TCP,1436,1370,54,A,16.0,2043.0,116,0.9072501420142111
4e-06,31.13.87.4,10.129.219.246,443,55716,TCP,143,77,54,PA,24.0,2043.0,117,0.9072501420142111
1.022723,10.129.219.246,31.13.87.4,55716,443,TCP,66,0,64,A,16.0,2005.0,118,2.147492882155891
0.000101,10.129.219.246,31.13.87.4,55716,443,TCP,66,0,64,A,16.0,1961.0,119,2.147492882155891
0.000176,10.129.219.246,31.13.87.4,55716,443,TCP,66,0,64,A,16.0,2048.0,120,2.147492882155891
0.001672,10.129.219.246,31.13.87.4,55716,443,TCP,102,36,64,PA,24.0,2048.0,121,2.147492882155891
0.006146,31.13.87.4,10.129.219.246,443,55716,TCP,66,0,54,A,16.0,2043.0,122,0.9072501420142111
0.301208,10.129.219.246,142.250.204.42,55766,443,TCP,78,0,64,S,2.0,65535.0,123,2.147492882155891
0.005648,10.129.219.246,142.250.204.42,55766,443,TCP,66,0,64,A,16.0,2055.0,125,2.147492882155891
0.000149,10.129.219.246,142.250.204.42,55766,443,TCP,614,548,64,PA,24.0,2055.0,126,2.147492882155891
0.00516,142.250.204.42,10.129.219.246,443,55766,TCP,66,0,121,A,16.0,1048.0,127,5.917274114276385
0.003979,142.250.204.42,10.129.219.246,443,55766,TCP,269,203,121,PA,24.0,1048.0,128,5.917274114276385
0.008821,10.129.219.246,142.250.204.42,55766,443,TCP,66,0,64,A,16.0,2051.0,129,2.147492882155891
0.00036,10.129.219.246,142.250.204.42,55766,443,TCP,1436,1370,64,A,16.0,2051.0,130,2.147492882155891
2e-06,10.129.219.246,142.250.204.42,55766,443,TCP,1436,1370,64,A,16.0,2051.0,131,2.147492882155891
1e-06,10.129.219.246,142.250.204.42,55766,443,TCP,1436,1370,64,A,16.0,2051.0,132,2.147492882155891
1.1e-05,10.129.219.246,142.250.204.42,55766,443,TCP,281,215,64,PA,24.0,2051.0,133,2.147492882155891
0.004532,142.250.204.42,10.129.219.246,443,55766,TCP,66,0,121,A,16.0,1038.0,134,5.917274114276385
0.000415,142.250.204.42,10.129.219.246,443,55766,TCP,66,0,121,A,16.0,1032.0,135,5.917274114276385
0.01015,142.250.204.42,10.129.219.246,443,55766,TCP,1386,1320,121,PA,24.0,1032.0,136,5.917274114276385
4e-06,142.250.204.42,10.129.219.246,443,55766,TCP,93,27,121,PA,24.0,1032.0,137,5.917274114276385
0.01473,10.129.219.246,142.250.204.42,55766,443,TCP,66,0,64,A,16.0,2030.0,138,2.147492882155891
0.000231,142.250.204.42,10.129.219.246,443,55766,TCP,66,0,121,FA,17.0,1032.0,139,5.917274114276385
0.000193,10.129.219.246,142.250.204.42,55766,443,TCP,66,0,64,A,16.0,2030.0,140,2.147492882155891
0.001035,10.129.219.246,142.250.204.42,55766,443,TCP,90,24,64,PA,24.0,2048.0,141,2.147492882155891
0.000203,10.129.219.246,142.250.204.42,55766,443,TCP,66,0,64,FA,17.0,2048.0,142,2.147492882155891
0.004985,142.250.204.42,10.129.219.246,443,55766,TCP,60,0,121,R,4.0,0.0,143,5.917274114276385
2e-06,142.250.204.42,10.129.219.246,443,55766,TCP,60,0,121,R,4.0,0.0,144,5.917274114276385
0.392848,10.129.219.246,140.112.254.4,49289,53,UDP,79,0,64,,,,145,2.147492882155891
0.000512,10.129.219.246,140.112.254.4,55273,53,UDP,79,0,64,,,,146,2.147492882155891
3e-06,140.112.254.4,10.129.219.246,53,49289,UDP,317,0,59,,,,148,0.29308648107064567
0.006766,10.129.219.246,13.107.246.73,55767,443,TCP,78,0,64,S,2.0,65535.0,149,2.147492882155891
0.003925,10.129.219.246,13.107.246.73,55767,443,TCP,66,0,64,A,16.0,2055.0,151,2.147492882155891
0.00086,10.129.219.246,13.107.246.73,55767,443,TCP,1436,1370,64,A,16.0,2055.0,152,2.147492882155891
1.6e-05,10.129.219.246,13.107.246.73,55767,443,TCP,792,726,64,PA,24.0,2055.0,153,2.147492882155891
0.011047,10.129.219.246,13.107.246.73,55767,443,TCP,1436,1370,64,PA,24.0,2055.0,154,2.147492882155891
0.031203,13.107.246.73,10.129.219.246,443,55767,TCP,66,0,54,A,16.0,83.0,155,0.48360675944276643
2e-06,13.107.246.73,10.129.219.246,443,55767,TCP,165,99,54,PA,24.0,83.0,156,0.48360675944276643
0.01926,10.129.219.246,13.107.246.73,55767,443,TCP,66,0,64,A,16.0,2053.0,157,2.147492882155891
0.000413,10.129.219.246,13.107.246.73,55767,443,TCP,976,910,64,PA,24.0,2053.0,158,2.147492882155891
0.002272,13.107.246.73,10.129.219.246,443,55767,TCP,78,0,54,A,16.0,83.0,159,0.48360675944276643
0.001966,13.107.246.73,10.129.219.246,443,55767,TCP,66,0,54,A,16.0,83.0,160,0.48360675944276643
0.001089,13.107.246.73,10.129.219.246,443,55767,TCP,347,281,54,PA,24.0,83.0,161,0.48360675944276643
0.004886,10.129.219.246,13.107.246.73,55767,443,TCP,66,0,64,A,16.0,2049.0,162,2.147492882155891
0.000881,10.129.219.246,13.107.246.73,55767,443,TCP,140,74,64,PA,24.0,2049.0,163,2.147492882155891
0.000327,10.129.219.246,13.107.246.73,55767,443,TCP,158,92,64,PA,24.0,2049.0,164,2.147492882155891
0.000477,10.129.219.246,13.107.246.73,55767,443,TCP,342,276,64,PA,24.0,2049.0,165,2.147492882155891
0.004112,13.107.246.73,10.129.219.246,443,55767,TCP,128,62,54,PA,24.0,83.0,166,0.48360675944276643
0.002418,10.129.219.246,13.107.246.73,55767,443,TCP,66,0,64,A,16.0,2048.0,167,2.147492882155891
0.000139,10.129.219.246,13.107.246.73,55767,443,TCP,97,31,64,PA,24.0,2048.0,168,2.147492882155891
0.001826,13.107.246.73,10.129.219.246,443,55767,TCP,66,0,54,A,16.0,83.0,169,0.48360675944276643
0.000679,13.107.246.73,10.129.219.246,443,55767,TCP,97,31,54,PA,24.0,83.0,170,0.48360675944276643
0.002354,10.129.219.246,13.107.246.73,55767,443,TCP,66,0,64,A,16.0,2047.0,171,2.147492882155891
0.002419,13.107.246.73,10.129.219.246,443,55767,TCP,1436,1370,54,A,16.0,83.0,172,0.48360675944276643
4e-06,13.107.246.73,10.129.219.246,443,55767,TCP,1436,1370,54,A,16.0,83.0,173,0.48360675944276643
0.00243,10.129.219.246,13.107.246.73,55767,443,TCP,66,0,64,A,16.0,2005.0,174,2.147492882155891
3.4e-05,10.129.219.246,13.107.246.73,55767,443,TCP,66,0,64,A,16.0,2048.0,175,2.147492882155891
0.000422,13.107.246.73,10.129.219.246,443,55767,TCP,1436,1370,54,PA,24.0,83.0,176,0.48360675944276643
5e-06,13.107.246.73,10.129.219.246,443,55767,TCP,1436,1370,54,A,16.0,83.0,177,0.48360675944276643
3e-06,13.107.246.73,10.129.219.246,443,55767,TCP,1436,1370,54,A,16.0,83.0,178,0.48360675944276643
0.000386,10.129.219.246,13.107.246.73,55767,443,TCP,66,0,64,A,16.0,1983.0,179,2.147492882155891
2.8e-05,10.129.219.246,13.107.246.73,55767,443,TCP,66,0,64,A,16.0,2048.0,180,2.147492882155891
0.000334,13.107.246.73,10.129.219.246,443,55767,TCP,1436,1370,54,PA,24.0,83.0,181,0.48360675944276643
3e-06,13.107.246.73,10.129.219.246,443,55767,TCP,1436,1370,54,A,16.0,83.0,182,0.48360675944276643
1e-05,13.107.246.73,10.129.219.246,443,55767,TCP,1436,1370,54,A,16.0,83.0,183,0.48360675944276643
3e-06,13.107.246.73,10.129.219.246,443,55767,TCP,1436,1370,54,PA,24.0,83.0,184,0.48360675944276643
0.000323,10.129.219.246,13.107.246.73,55767,443,TCP,66,0,64,A,16.0,1962.0,185,2.147492882155891
2.3e-05,10.129.219.246,13.107.246.73,55767,443,TCP,66,0,64,A,16.0,2048.0,186,2.147492882155891
0.001309,13.107.246.73,10.129.219.246,443,55767,TCP,1436,1370,54,A,16.0,83.0,187,0.48360675944276643
9e-06,13.107.246.73,10.129.219.246,443,55767,TCP,1436,1370,54,PA,24.0,83.0,188,0.48360675944276643
0.001279,10.129.219.246,13.107.246.73,55767,443,TCP,66,0,64,A,16.0,2026.0,189,2.147492882155891
1.7e-05,10.129.219.246,13.107.246.73,55767,443,TCP,66,0,64,A,16.0,2005.0,190,2.147492882155891
3.5e-05,10.129.219.246,13.107.246.73,55767,443,TCP,66,0,64,A,16.0,2048.0,191,2.147492882155891
0.001234,13.107.246.73,10.129.219.246,443,55767,TCP,1436,1370,54,A,16.0,83.0,192,0.48360675944276643
5e-06,13.107.246.73,10.129.219.246,443,55767,TCP,1436,1370,54,A,16.0,83.0,193,0.48360675944276643
0.001199,10.129.219.246,13.107.246.73,55767,443,TCP,66,0,64,A,16.0,2005.0,194,2.147492882155891
5.1e-05,10.129.219.246,13.107.246.73,55767,443,TCP,66,0,64,A,16.0,2048.0,195,2.147492882155891
0.000712,13.107.246.73,10.129.219.246,443,55767,TCP,1436,1370,54,A,16.0,83.0,196,0.48360675944276643
5e-06,13.107.246.73,10.129.219.246,443,55767,TCP,1436,1370,54,PA,24.0,83.0,197,0.48360675944276643
0.000667,10.129.219.246,13.107.246.73,55767,443,TCP,66,0,64,A,16.0,2005.0,198,2.147492882155891
0.000203,10.129.219.246,13.107.246.73,55767,443,TCP,66,0,64,A,16.0,2048.0,199,2.147492882155891
0.001839,13.107.246.73,10.129.219.246,443,55767,TCP,1436,1370,54,A,16.0,83.0,200,0.48360675944276643
4e-06,13.107.246.73,10.129.219.246,443,55767,TCP,1436,1370,54,A,16.0,83.0,201,0.48360675944276643
0.001682,10.129.219.246,13.107.246.73,55767,443,TCP,66,0,64,A,16.0,2005.0,202,2.147492882155891
0.000137,10.129.219.246,13.107.246.73,55767,443,TCP,66,0,64,A,16.0,2048.0,203,2.147492882155891
0.000768,13.107.246.73,10.129.219.246,443,55767,TCP,1436,1370,54,A,16.0,83.0,204,0.48360675944276643
0.0006,10.129.219.246,13.107.246.73,55767,443,TCP,66,0,64,A,16.0,2026.0,205,2.147492882155891
0.001398,13.107.246.73,10.129.219.246,443,55767,TCP,1436,1370,54,A,16.0,83.0,206,0.48360675944276643
3e-06,13.107.246.73,10.129.219.246,443,55767,TCP,1436,1370,54,PA,24.0,83.0,207,0.48360675944276643
5e-06,13.107.246.73,10.129.219.246,443,55767,TCP,1436,1370,54,A,16.0,83.0,208,0.48360675944276643
3e-06,13.107.246.73,10.129.219.246,443,55767,TCP,1436,1370,54,A,16.0,83.0,209,0.48360675944276643
4e-06,13.107.246.73,10.129.219.246,443,55767,TCP,1436,1370,54,A,16.0,83.0,210,0.48360675944276643
3e-06,13.107.246.73,10.129.219.246,443,55767,TCP,1436,1370,54,A,16.0,83.0,211,0.48360675944276643
3e-06,13.107.246.73,10.129.219.246,443,55767,TCP,1436,1370,54,A,16.0,83.0,212,0.48360675944276643
2e-06,13.107.246.73,10.129.219.246,443,55767,TCP,1436,1370,54,A,16.0,83.0,213,0.48360675944276643
3e-06,13.107.246.73,10.129.219.246,443,55767,TCP,1436,1370,54,PA,24.0,83.0,214,0.48360675944276643
0.001441,10.129.219.246,13.107.246.73,55767,443,TCP,66,0,64,A,16.0,1855.0,215,2.147492882155891
6e-05,10.129.219.246,13.107.246.73,55767,443,TCP,66,0,64,A,16.0,2048.0,216,2.147492882155891
0.000416,13.107.246.73,10.129.219.246,443,55767,TCP,1436,1370,54,A,16.0,83.0,217,0.48360675944276643
3e-06,13.107.246.73,10.129.219.246,443,55767,TCP,1436,1370,54,A,16.0,83.0,218,0.48360675944276643
0.00034,10.129.219.246,13.107.246.73,55767,443,TCP,66,0,64,A,16.0,2005.0,219,2.147492882155891
4e-05,10.129.219.246,13.107.246.73,55767,443,TCP,66,0,64,A,16.0,2048.0,220,2.147492882155891
0.000578,13.107.246.73,10.129.219.246,443,55767,TCP,1436,1370,54,A,16.0,83.0,221,0.48360675944276643
4e-06,13.107.246.73,10.129.219.246,443,55767,TCP,1436,1370,54,A,16.0,83.0,222,0.48360675944276643
0.000544,10.129.219.246,13.107.246.73,55767,443,TCP,66,0,64,A,16.0,2005.0,223,2.147492882155891
4e-05,10.129.219.246,13.107.246.73,55767,443,TCP,66,0,64,A,16.0,2048.0,224,2.147492882155891
0.001144,13.107.246.73,10.129.219.246,443,55767,TCP,1436,1370,54,A,16.0,83.0,225,0.48360675944276643
4e-06,13.107.246.73,10.129.219.246,443,55767,TCP,1436,1370,54,A,16.0,83.0,226,0.48360675944276643
2e-06,13.107.246.73,10.129.219.246,443,55767,TCP,1436,1370,54,A,16.0,83.0,227,0.48360675944276643
3e-06,13.107.246.73,10.129.219.246,443,55767,TCP,1436,1370,54,A,16.0,83.0,228,0.48360675944276643
3e-06,13.107.246.73,10.129.219.246,443,55767,TCP,1436,1370,54,PA,24.0,83.0,229,0.48360675944276643
0.001123,10.129.219.246,13.107.246.73,55767,443,TCP,66,0,64,A,16.0,1940.0,230,2.147492882155891
5.4e-05,10.129.219.246,13.107.246.73,55767,443,TCP,66,0,64,A,16.0,2048.0,231,2.147492882155891
0.000299,13.107.246.73,10.129.219.246,443,55767,TCP,1436,1370,54,A,16.0,83.0,232,0.48360675944276643
4e-06,13.107.246.73,10.129.219.246,443,55767,TCP,1436,1370,54,A,16.0,83.0,233,0.48360675944276643
0.00025,10.129.219.246,13.107.246.73,55767,443,TCP,66,0,64,A,16.0,2005.0,234,2.147492882155891
7.1e-05,10.129.219.246,13.107.246.73,55767,443,TCP,66,0,64,A,16.0,2048.0,235,2.147492882155891
0.000854,13.107.246.73,10.129.219.246,443,55767,TCP,1436,1370,54,A,16.0,83.0,236,0.48360675944276643
4e-06,13.107.246.73,10.129.219.246,443,55767,TCP,1436,1370,54,A,16.0,83.0,237,0.48360675944276643
3e-06,13.107.246.73,10.129.219.246,443,55767,TCP,190,124,54,PA,24.0,83.0,238,0.48360675944276643
0.00078,10.129.219.246,13.107.246.73,55767,443,TCP,66,0,64,A,16.0,2003.0,239,2.147492882155891
5e-05,10.129.219.246,13.107.246.73,55767,443,TCP,66,0,64,A,16.0,2048.0,240,2.147492882155891
0.431529,10.129.219.246,31.13.87.4,55716,443,TCP,1436,1370,64,A,16.0,2048.0,241,2.147492882155891
1.7e-05,10.129.219.246,31.13.87.4,55716,443,TCP,1436,1370,64,A,16.0,2048.0,242,2.147492882155891
2e-06,10.129.219.246,31.13.87.4,55716,443,TCP,1436,1370,64,A,16.0,2048.0,243,2.147492882155891
2e-06,10.129.219.246,31.13.87.4,55716,443,TCP,1436,1370,64,A,16.0,2048.0,244,2.147492882155891
2e-06,10.129.219.246,31.13.87.4,55716,443,TCP,1436,1370,64,A,16.0,2048.0,245,2.147492882155891
